Interface,UI-317,UI-318,UI-323,UI-324,UI-346,Usability Indicator
1806,1,1,0,1,1,negative
1807,1,0,0,1,1,negative
1808,1,1,0,1,1,positive
1809,0,1,0,1,1,negative
1810,1,1,0,1,0,negative
1811,0,1,0,1,1,negative
1812,1,0,0,1,1,negative
1813,1,1,0,1,1,negative
1814,1,1,0,1,1,negative
1815,1,0,0,1,1,positive
1816,1,1,0,1,1,positive
1817,1,1,0,1,1,negative
1818,1,0,0,1,1,negative
1819,1,1,0,1,0,negative
1820,1,1,0,1,1,negative
1821,1,0,0,1,1,negative
1822,1,1,0,1,0,negative
1823,1,1,0,1,1,negative
1824,1,1,0,1,0,negative
1825,1,0,0,1,1,negative
1826,0,1,0,1,1,negative
1827,0,1,0,1,1,negative
1828,1,1,0,1,0,negative
1829,1,1,0,1,0,negative
1830,1,1,0,1,1,positive
1831,1,1,0,1,1,negative
1832,1,1,0,1,1,positive
1833,1,0,0,1,1,negative
1834,0,1,0,1,0,negative
1835,1,1,0,1,0,negative
1836,1,1,0,1,1,negative
1837,0,1,0,1,1,negative
1838,0,1,0,1,1,positive
1839,1,1,0,1,1,positive
1840,1,1,0,1,0,negative
1841,1,1,0,1,0,negative
1842,0,1,0,1,0,negative
1843,1,1,0,1,0,negative
1844,1,0,0,1,1,negative
1845,0,1,0,1,1,negative
1846,1,1,0,1,0,positive
1847,1,1,0,1,1,negative
1848,1,1,0,1,1,positive
1849,1,1,0,1,1,negative
1850,1,0,0,1,1,negative
1851,1,0,0,1,1,positive
1852,1,1,0,1,1,positive
1853,1,1,0,1,0,negative
1854,0,1,0,1,1,negative
1855,1,1,0,1,1,negative
1856,0,1,0,1,1,negative
1857,0,1,0,1,1,negative
1858,1,1,0,1,0,negative
1859,1,0,0,1,1,negative
1860,1,1,0,1,0,negative
1861,1,1,0,1,1,negative
1862,1,1,0,1,1,positive
1863,1,0,0,1,1,negative
1864,0,1,0,1,1,negative
1865,1,1,0,1,1,positive
1866,1,0,0,1,1,positive
1867,1,1,0,1,1,positive
1868,1,1,0,1,0,negative
1869,1,1,0,1,0,negative
1870,1,0,0,1,1,negative
1871,0,1,0,1,1,negative
1872,0,1,0,1,1,negative
1873,1,1,0,1,1,negative
1874,0,1,0,1,1,negative
1875,1,0,0,1,1,negative
1876,1,1,0,1,0,negative
1877,0,1,0,1,1,negative
1878,1,1,0,1,0,negative
1879,1,1,0,1,0,negative
1880,1,1,0,1,1,positive
1881,1,1,0,1,1,negative
1882,1,1,0,1,0,negative
1883,1,1,0,1,1,negative
1884,1,0,0,1,1,positive
1885,1,1,0,1,0,negative
1886,1,1,0,1,1,negative
1887,0,1,0,1,0,positive
1888,1,1,0,1,1,positive
1889,1,1,0,1,1,positive
1890,1,0,0,1,1,negative
1891,1,0,0,1,1,negative
1892,1,1,0,1,0,negative
1893,1,1,0,1,1,positive
1894,1,1,0,1,1,negative
1895,1,1,0,1,0,negative
1896,1,1,0,1,0,negative
1897,1,0,0,1,1,negative
1898,1,1,0,1,1,positive
1899,1,1,0,1,0,negative
1900,1,1,0,1,1,negative
1901,1,1,0,1,0,negative
1902,1,1,0,1,1,negative
1903,1,0,0,1,1,negative
1904,1,1,0,1,1,positive
1905,0,1,0,1,0,negative
1906,1,0,0,1,1,negative
1907,1,0,0,1,1,negative
1908,1,1,0,1,0,negative
1909,1,1,0,1,0,negative
1910,1,1,0,1,0,negative
1911,1,1,0,1,1,negative
1912,1,0,0,1,1,negative
1913,1,0,0,1,1,negative
1914,0,1,0,1,0,negative
1915,1,1,0,1,0,negative
1916,0,1,0,1,1,negative
1917,1,1,0,1,1,positive
1918,0,1,0,1,1,negative
1919,1,1,0,1,1,positive
1920,1,0,0,1,1,negative
1921,1,1,0,1,0,negative
1922,1,1,0,1,1,negative
1923,1,1,0,1,1,positive
1924,1,0,0,1,1,negative
1925,1,1,0,1,0,negative
1926,0,1,0,1,0,negative
1927,1,1,0,1,1,negative
1928,1,1,0,1,1,positive
1929,1,1,0,1,1,negative
1930,1,0,0,1,1,negative
1931,1,1,0,1,1,negative
1932,1,1,0,1,0,negative
1933,0,1,0,1,1,negative
1934,0,1,0,1,1,negative
1935,0,1,0,1,0,negative
1936,1,0,0,1,1,negative
1937,1,1,0,1,0,negative
1938,0,1,0,1,0,negative
1939,1,1,0,1,0,negative
1940,1,1,0,1,1,positive
1941,1,0,0,1,1,negative
1942,1,0,0,1,1,positive
1943,1,0,0,1,1,positive
1944,1,1,0,1,0,negative
1945,1,0,0,1,1,negative
1946,1,0,0,1,1,negative
1947,1,1,0,1,1,negative
1948,0,1,0,1,1,positive
1949,1,1,0,1,0,negative
1950,1,1,0,1,0,negative
1951,1,0,0,1,1,negative
1952,1,1,0,1,1,negative
1953,1,1,0,1,0,negative
1954,1,0,0,1,0,negative
1955,1,1,0,1,1,positive
1956,1,1,0,1,1,positive
1957,1,1,0,1,0,negative
1958,0,1,0,1,1,negative
1959,1,1,0,1,1,negative
1960,1,0,0,1,1,positive
1961,1,1,0,1,1,positive
1962,1,1,0,1,1,positive
1963,1,1,0,1,0,negative
1964,1,1,0,1,0,negative
1965,1,0,0,1,1,negative
1966,1,0,0,1,1,negative
1967,1,1,0,1,0,negative
1968,1,0,0,1,1,positive
1969,1,1,0,1,1,negative
1970,1,1,0,1,1,positive
1971,1,1,0,1,1,negative
1972,0,1,0,1,1,negative
1973,0,1,0,1,0,negative
1974,1,1,0,1,0,negative
1975,1,0,0,1,1,negative
1976,0,1,0,1,1,positive
1977,0,1,0,1,0,negative
1978,0,1,0,1,1,negative
1979,1,0,0,1,1,positive
1980,1,0,0,1,1,negative
1981,1,1,0,1,1,negative
1982,1,1,0,1,0,negative
1983,1,1,0,1,1,negative
1984,1,0,0,1,1,negative
1985,0,1,0,1,1,negative
1986,1,1,0,1,0,negative
1987,1,1,0,1,0,negative
1988,1,1,0,1,0,negative
1989,1,1,0,1,0,negative
1990,1,0,0,1,1,negative
1991,1,1,0,1,0,negative
1992,1,1,0,1,0,negative
1993,1,1,0,1,1,negative
1994,1,1,0,1,1,positive
1995,1,1,0,1,0,negative
1996,0,1,0,1,0,negative
1997,1,1,0,1,0,negative
1998,1,1,0,1,1,positive
1999,1,0,0,1,1,negative
2000,1,0,0,1,1,negative
2001,1,0,0,1,1,negative
2002,1,1,0,1,1,negative
2003,1,1,0,1,1,negative
2004,1,1,0,1,1,positive
2005,1,1,0,1,0,negative
2006,1,1,0,1,1,negative
2007,1,1,0,1,1,positive
2008,1,0,0,1,1,negative
2009,1,1,0,1,0,negative
2010,1,1,0,1,0,positive
2011,1,1,0,1,0,negative
2012,1,1,0,1,0,negative
2013,1,0,0,1,1,negative
2014,1,0,0,1,1,negative
2015,1,1,0,1,1,negative
2016,0,1,0,1,1,negative
2017,1,1,0,1,1,negative
2018,1,1,0,1,0,negative
2019,1,1,0,1,1,positive
2020,1,1,0,1,1,positive
2021,0,1,0,1,0,negative
2022,1,1,0,1,0,negative
2023,0,1,0,1,1,negative
2024,1,1,0,1,1,negative
2025,1,0,0,1,1,negative
2026,1,1,0,1,0,negative
2027,1,1,0,1,1,positive
2028,1,1,0,1,0,negative
2029,1,0,0,1,1,negative
2030,0,1,0,1,1,negative
2031,1,1,0,1,1,negative
2032,0,1,0,1,1,negative
2033,1,1,0,1,1,positive
2034,0,1,0,1,1,negative
2035,1,0,0,1,1,negative
2036,0,1,0,1,0,negative
2037,1,1,0,1,1,negative
2038,1,1,0,1,0,negative
2039,1,0,0,1,1,negative
2040,1,1,0,1,1,positive
2041,1,1,0,1,1,positive
2042,1,1,0,1,1,positive
2043,1,1,0,1,1,negative
2044,1,1,0,1,1,negative
2045,1,1,0,1,1,negative
2046,0,1,0,1,1,negative
2047,1,0,0,1,1,positive
2048,1,1,0,1,0,negative
2049,1,1,0,1,1,negative
2050,1,1,0,1,1,negative
2051,1,1,0,1,0,negative
2052,1,0,0,1,1,negative
2053,1,0,0,1,1,negative
2054,0,1,0,1,1,negative
2055,1,1,0,1,0,negative
2056,1,0,0,1,1,positive
2057,1,1,0,1,1,positive
2058,1,1,0,1,1,negative
2059,1,0,0,1,1,negative
2060,1,1,0,1,1,negative
2061,1,0,0,1,1,negative
2062,1,1,0,1,0,negative
2063,1,1,0,1,0,negative
2064,1,1,0,1,0,positive
2065,1,0,0,1,1,negative
2066,1,1,0,1,0,negative
2067,1,1,0,1,0,negative
2068,0,1,0,1,1,negative
2069,1,0,0,1,1,negative
2070,1,1,0,1,0,negative
2071,1,0,0,1,1,negative
2072,1,0,0,1,1,negative
2073,0,0,0,1,1,negative
2074,1,1,0,1,1,positive
2075,1,1,0,1,1,negative
2076,0,1,0,1,1,negative
2077,0,0,0,1,1,negative
2078,1,0,0,1,1,positive
2079,1,0,0,1,1,negative
2080,1,0,0,1,1,negative
2081,1,1,0,1,1,negative
2082,1,1,0,1,0,negative
2083,1,1,0,1,1,negative
2084,1,1,0,1,0,negative
2085,1,1,0,1,1,negative
2086,1,1,0,1,0,negative
2087,1,1,0,1,0,negative
2088,1,1,0,1,1,negative
2089,1,1,0,1,0,negative
2090,1,1,0,1,0,negative
2091,0,1,0,1,0,negative
2092,1,1,0,1,1,negative
2093,1,1,0,1,0,negative
2094,0,1,0,1,1,negative
2095,1,1,0,1,0,negative
2096,0,1,0,1,1,negative
2097,1,0,0,1,1,negative
2098,1,1,0,1,1,negative
2099,1,0,0,1,1,negative
2100,1,1,0,1,0,negative
2101,1,1,0,1,1,positive
2102,1,1,0,1,0,negative
2103,1,1,0,1,1,positive
2104,0,1,0,1,1,negative
2105,1,1,0,1,1,positive
2106,1,1,0,1,0,negative
2107,1,1,0,1,1,negative
2108,1,1,0,1,0,negative
2109,1,1,0,1,0,negative
2110,1,1,0,1,0,negative
2111,1,0,0,1,1,negative
2112,1,1,0,1,1,positive
2113,1,1,0,1,0,negative
2114,1,0,0,1,1,negative
2115,1,0,0,1,1,negative
2116,1,1,0,1,1,negative
2117,1,0,0,1,1,negative
2118,1,1,0,1,0,negative
2119,0,1,0,1,0,negative
2120,1,0,0,1,1,positive
2121,1,0,0,1,1,negative
2122,1,1,0,1,0,negative
2123,1,1,0,1,1,positive
2124,1,0,0,1,1,negative
2125,1,1,0,1,1,positive
2126,1,1,0,1,1,positive
2127,1,1,0,1,1,positive
2128,1,1,0,1,1,negative
2129,0,1,0,1,1,negative
2130,1,1,0,1,1,positive
2131,0,1,0,1,1,positive
2132,1,1,0,1,1,negative
2133,0,1,0,1,1,negative
2134,1,1,0,1,0,negative
2135,1,1,0,1,1,positive
2136,1,0,0,1,1,positive
2137,1,1,0,1,0,negative
2138,1,1,0,1,0,negative
2139,1,1,0,1,1,negative
2140,1,1,0,1,0,negative
2141,1,1,0,1,0,negative
2142,1,1,0,1,0,negative
2143,1,1,0,1,0,negative
2144,1,1,0,1,0,negative
2145,1,1,0,1,1,positive
2146,1,1,0,1,0,negative
2147,1,0,0,1,1,negative
2148,1,1,0,1,0,negative
2149,1,1,0,1,0,negative
2150,1,1,0,1,0,negative
2151,1,1,0,1,1,negative
2152,1,1,0,1,1,negative
2153,1,0,0,1,1,negative
2154,0,1,0,1,1,positive
2155,1,1,0,1,1,negative
2156,0,1,0,1,0,negative
2157,1,0,0,1,1,negative
2158,1,0,0,1,1,negative
2159,1,0,0,1,1,negative
2160,1,1,0,1,0,negative
2161,0,1,0,1,1,negative
2162,1,0,0,1,1,negative
2163,1,1,0,1,1,positive
2164,0,1,0,1,0,negative
2165,1,1,0,1,1,negative
2166,0,1,0,1,1,negative
2167,1,1,0,1,1,negative
2168,1,1,0,1,0,negative
2169,1,0,0,1,1,positive
2170,1,0,0,1,1,negative
2171,0,1,0,1,1,negative
2172,1,0,0,1,1,negative
2173,1,1,0,1,0,negative
2174,0,1,0,1,1,negative
2175,0,1,0,1,0,negative
2176,1,1,0,1,1,negative
2177,0,1,0,1,0,negative
2178,1,0,0,1,1,negative
2179,0,1,0,1,1,negative
2180,0,1,0,1,1,positive
2181,1,1,0,1,1,negative
2182,1,1,0,1,1,negative
2183,1,0,0,1,1,negative
2184,1,1,0,1,0,negative
2185,1,1,0,1,0,negative
2186,1,0,0,1,1,positive
2187,1,1,0,1,0,negative
2188,1,0,0,1,1,negative
2189,1,1,0,1,0,negative
2190,1,1,0,1,1,positive
2191,1,1,0,1,0,negative
2192,1,1,0,1,1,negative
2193,1,1,0,1,1,positive
2194,1,0,0,1,1,positive
2195,1,1,0,1,0,negative
2196,1,1,0,1,1,positive
2197,1,1,0,1,1,positive
2198,1,0,0,1,1,negative
2199,1,1,0,1,0,negative
2200,1,1,0,1,1,positive
2201,1,0,0,1,1,negative
2202,1,1,0,1,0,negative
2203,1,1,0,1,1,negative
2204,1,1,0,1,0,negative
2205,1,1,0,1,1,negative
2206,0,1,0,1,0,negative
2207,1,1,0,1,1,positive
2208,0,1,0,1,1,negative
2209,1,1,0,1,1,negative
2210,1,1,0,1,0,negative
2211,1,0,0,1,1,negative
2212,0,1,0,1,1,negative
2213,1,0,0,1,1,negative
2214,0,1,0,1,1,positive
2215,1,1,0,1,1,positive
2216,0,1,0,1,1,negative
2217,1,1,0,1,1,positive
2218,1,1,0,1,1,negative
2219,1,0,0,1,1,negative
2220,1,0,0,1,1,negative
2221,1,1,0,1,1,negative
2222,1,0,0,1,1,positive
2223,1,1,0,1,0,negative
2224,1,1,0,1,0,positive
2225,1,1,0,1,0,negative
2226,1,0,0,1,1,negative
2227,1,1,0,1,1,negative
2228,1,1,0,1,0,negative
2229,1,0,0,1,1,positive
2230,1,1,0,1,0,negative
2231,1,1,0,1,0,negative
2232,1,1,0,1,0,negative
2233,1,0,0,1,1,negative
2234,1,0,0,1,1,negative
2235,0,1,0,1,1,negative
2236,0,1,0,1,1,negative
2237,1,1,0,1,0,negative
2238,1,0,0,1,1,negative
2239,1,1,0,1,1,negative
2240,0,1,0,1,1,negative
2241,0,1,0,1,0,negative
2242,1,1,0,1,1,positive
2243,1,1,0,1,1,negative
2244,1,1,0,1,1,positive
2245,1,1,0,1,0,negative
2246,1,0,0,1,1,negative
2247,1,0,0,1,1,negative
2248,0,1,0,1,0,negative
2249,1,1,0,1,1,positive
2250,1,1,0,1,0,negative
2251,1,1,0,1,0,negative
2252,1,1,0,1,0,negative
2253,0,1,0,1,0,negative
2254,1,0,0,1,1,negative
2255,0,1,0,1,0,negative
2256,1,1,0,1,0,negative
2257,1,1,0,1,1,negative
2258,0,1,0,1,0,negative
2259,1,1,0,1,0,negative
2260,1,0,0,1,1,negative
2261,1,1,0,1,0,negative
2262,1,1,0,1,1,positive
2263,1,0,0,1,0,negative
2264,1,1,0,1,1,negative
2265,0,1,0,1,0,negative
2266,1,1,0,1,1,negative
2267,1,1,0,1,1,negative
2268,1,1,0,1,1,positive
2269,0,1,0,1,1,negative
2270,1,1,0,1,0,negative
2271,1,0,0,1,1,positive
2272,0,1,0,1,0,negative
2273,0,1,0,1,1,negative
2274,1,1,0,1,1,negative
2275,1,1,0,1,0,negative
2276,1,1,0,1,0,negative
2277,0,1,0,1,1,negative
2278,1,1,0,1,0,negative
2279,1,0,0,1,1,positive
2280,0,1,0,1,1,negative
2281,1,1,0,1,0,negative
2282,1,1,0,1,1,negative
2283,1,1,0,1,1,positive
2284,1,0,0,1,1,negative
2285,1,0,0,1,1,negative
2286,1,1,0,1,0,negative
2287,1,1,0,1,0,negative
2288,1,1,0,1,0,negative
2289,1,1,0,1,1,negative
2290,1,0,0,1,1,negative
2291,1,1,0,1,1,negative
2292,1,1,0,1,1,negative
2293,1,1,0,1,0,negative
2294,0,1,0,1,1,negative
2295,1,1,0,1,0,negative
2296,1,1,0,1,0,negative
2297,1,1,0,1,0,negative
2298,1,0,0,1,1,negative
2299,0,1,0,1,0,negative
2300,1,1,0,1,0,negative
2301,1,0,0,1,1,negative
2302,1,1,0,1,0,negative
2303,1,0,0,1,1,positive
2304,1,0,0,1,1,negative
2305,1,0,0,1,1,negative
2306,1,1,0,1,1,negative
2307,1,1,0,1,1,negative
2308,1,1,0,1,0,negative
2309,1,0,0,1,1,negative
2310,0,1,0,1,1,negative
2311,0,1,0,1,1,negative
2312,1,1,0,1,0,negative
2313,1,1,0,1,1,negative
2314,1,1,0,1,0,negative
2315,1,1,0,1,1,positive
2316,1,1,0,1,1,negative
2317,1,0,0,1,1,negative
2318,1,1,0,1,0,negative
2319,0,1,0,1,0,negative
2320,1,0,0,1,1,negative
2321,1,1,0,1,1,positive
2322,1,1,0,1,1,positive
2323,0,1,0,1,1,negative
2324,1,0,0,1,1,positive
2325,1,0,0,1,1,negative
2326,0,1,0,1,0,negative
2327,0,1,0,1,0,negative
2328,0,1,0,1,1,negative
2329,1,1,0,1,1,positive
2330,1,1,0,1,1,positive
2331,1,1,0,1,0,negative
2332,0,1,0,1,1,negative
2333,1,0,0,1,1,negative
2334,1,1,0,1,1,positive
2335,0,1,0,1,0,negative
2336,1,0,0,1,1,negative
2337,0,1,0,1,1,positive
2338,1,0,0,1,1,negative
2339,1,1,0,1,1,negative
2340,1,1,0,1,1,positive
2341,1,0,0,1,1,negative
2342,1,1,0,1,0,negative
2343,1,1,0,1,0,negative
2344,1,1,0,1,1,negative
2345,1,1,0,1,0,negative
2346,0,1,0,1,0,negative
2347,1,1,0,1,0,negative
2348,1,1,0,1,1,positive
2349,0,1,0,1,1,negative
2350,0,1,0,1,1,negative
2351,1,0,0,1,1,negative
2352,1,1,0,1,1,positive
2353,1,1,0,1,0,negative
2354,1,1,0,1,1,negative
2355,1,1,0,1,0,positive
2356,1,1,0,1,1,positive
2357,1,1,0,1,1,positive
2358,0,1,0,1,1,negative
2359,1,1,0,1,1,negative
2360,0,1,0,1,1,negative
2361,1,1,0,1,1,positive
2362,1,1,0,1,1,negative
2363,1,1,0,1,1,positive
2364,1,1,0,1,1,negative
2365,0,1,0,1,1,negative
2366,1,1,0,1,0,negative
2367,1,1,0,1,0,negative
2368,1,1,0,1,0,negative
2369,0,1,0,1,1,negative
2370,1,1,0,1,1,positive
2371,0,1,0,1,0,negative
2372,1,0,0,1,1,positive
2373,1,1,0,1,1,negative
2374,1,1,0,1,0,negative
2375,0,1,0,1,0,negative
2376,1,1,0,1,1,negative
2377,0,1,0,1,0,negative
2378,1,1,0,1,0,negative
2379,1,1,0,1,1,positive
2380,1,1,0,1,1,positive
2381,1,0,0,1,1,negative
2382,1,1,0,1,0,negative
2383,1,1,0,1,0,negative
2384,1,1,0,1,0,negative
2385,1,1,0,1,0,negative
2386,1,0,0,1,1,positive
2387,0,1,0,1,0,negative
2388,0,1,0,1,1,negative
2389,1,1,0,1,0,negative
2390,1,1,0,1,1,positive
2391,1,1,0,1,0,negative
2392,1,1,0,1,0,negative
2393,1,1,0,1,1,positive
2394,1,1,0,1,0,negative
2395,1,0,0,1,1,positive
2396,1,1,0,1,1,positive
2397,1,1,0,1,1,positive
2398,1,1,0,1,0,negative
2399,1,1,0,1,0,negative
2400,1,1,0,1,0,negative
2401,1,1,0,1,0,negative
2402,1,1,0,1,1,negative
2403,1,0,0,1,1,negative
2404,1,1,0,1,0,negative
2405,1,0,0,1,1,negative
2406,1,0,0,1,1,negative
2407,1,0,0,1,1,negative
2408,0,1,0,1,1,negative
2409,1,1,0,1,0,negative
2410,1,1,0,1,1,negative
2411,1,0,0,1,1,negative
2412,1,1,0,1,0,positive
2413,1,0,0,1,1,negative
2414,1,0,0,1,1,negative
2415,1,1,0,1,0,negative
2416,1,0,0,1,1,negative
2417,0,1,0,1,1,negative
2418,1,1,0,1,1,negative
2419,1,1,0,1,1,negative
2420,0,1,0,1,1,negative
2421,1,1,0,1,0,negative
2422,1,0,0,1,1,positive
2423,0,1,0,1,1,negative
2424,1,1,0,1,1,negative
2425,0,1,0,1,1,negative
2426,1,1,0,1,1,negative
2427,1,0,0,1,1,negative
2428,1,1,0,1,0,negative
2429,1,0,0,1,1,negative
2430,1,0,0,1,1,positive
2431,1,0,0,1,1,negative
2432,1,0,0,1,1,negative
2433,1,0,0,1,1,negative
2434,1,0,0,1,1,negative
2435,1,0,0,1,1,negative
2436,1,1,0,1,0,negative
2437,1,0,0,1,1,negative
2438,1,1,0,1,0,negative
2439,1,1,0,1,0,negative
2440,1,0,0,1,1,negative
2441,1,0,0,1,1,negative
2442,0,1,0,1,1,negative
2443,1,1,0,1,1,positive
2444,1,0,0,1,1,negative
2445,1,1,0,1,1,positive
2446,1,1,0,1,0,negative
2447,1,0,0,1,1,negative
2448,1,0,0,1,1,positive
2449,0,1,0,1,1,negative
2450,1,0,0,1,1,negative
2451,1,1,0,1,0,negative
2452,0,1,0,1,1,negative
2453,1,1,0,1,0,negative
2454,0,1,0,1,1,negative
2455,1,1,0,1,0,negative
2456,1,1,0,1,1,positive
2457,1,0,0,1,1,positive
2458,1,1,0,1,1,negative
2459,1,1,0,1,1,positive
2460,1,0,0,1,1,positive
2461,1,1,0,1,1,positive
2462,1,1,0,1,0,negative
2463,1,1,0,1,0,negative
2464,1,1,0,1,1,positive
2465,0,1,0,1,1,negative
2466,1,1,0,1,0,negative
2467,0,1,0,1,1,negative
2468,1,0,0,1,1,positive
2469,1,1,0,1,0,negative
2470,0,1,0,1,0,negative
2471,0,1,0,1,0,negative
2472,1,0,0,1,0,negative
2473,1,1,0,1,0,negative
2474,0,1,0,1,1,negative
2475,0,1,0,1,0,negative
2476,1,1,0,1,0,negative
2477,1,0,0,1,1,positive
2478,1,1,0,1,1,negative
2479,1,1,0,1,1,positive
2480,1,1,0,1,0,negative
2481,0,1,0,1,0,negative
2482,1,1,0,1,1,negative
2483,1,0,0,1,1,positive
2484,1,0,0,1,1,negative
2485,1,1,0,1,1,positive
2486,1,1,0,1,0,negative
2487,1,1,0,1,0,negative
2488,1,1,0,1,0,positive
2489,1,1,0,1,1,negative
2490,1,1,0,1,0,positive
2491,1,1,0,1,1,negative
2492,1,1,0,1,0,negative
2493,1,1,0,1,0,negative
2494,1,0,0,1,1,negative
2495,1,1,0,1,1,negative
2496,0,1,0,1,0,negative
2497,1,0,0,1,1,positive
2498,0,1,0,1,1,negative
2499,1,1,0,1,0,negative
2500,0,1,0,1,1,negative
2501,1,1,0,1,1,positive
2502,1,1,0,1,0,negative
2503,1,1,0,1,0,negative
2504,0,1,0,1,0,negative
2505,0,1,0,1,1,negative
2506,0,1,0,1,1,negative
2507,0,1,0,1,1,positive
2508,0,1,0,1,1,negative
2509,0,1,0,1,0,negative
2510,0,1,0,1,1,negative
2511,1,1,0,1,0,negative
2512,1,1,0,1,1,negative
2513,1,1,0,1,0,positive
2514,1,1,0,1,0,negative
2515,1,1,0,1,0,positive
2516,1,0,0,1,1,negative
2517,1,1,0,1,1,positive
2518,1,0,0,1,1,negative
2519,1,1,0,1,0,negative
2520,0,1,0,1,1,negative
2521,1,1,0,1,1,positive
2522,0,1,0,1,1,negative
2523,1,1,0,1,1,negative
2524,1,1,0,1,1,positive
2525,1,0,0,1,1,negative
2526,1,1,0,1,1,negative
2527,0,1,0,1,1,negative
2528,1,0,0,1,1,negative
2529,1,0,0,1,1,negative
2530,1,1,0,1,1,positive
2531,1,1,0,1,1,negative
2532,1,1,0,1,1,positive
2533,1,1,0,1,0,negative
2534,0,1,0,1,1,positive
2535,1,1,0,1,0,negative
2536,1,0,0,1,1,positive
2537,1,1,0,1,1,negative
2538,1,1,0,1,0,negative
2539,0,1,0,1,0,negative
2540,1,1,0,1,1,negative
2541,1,1,0,1,1,negative
2542,1,0,0,1,1,positive
2543,1,1,0,1,1,positive
2544,1,1,0,1,0,negative
2545,0,1,0,1,1,negative
2546,1,1,0,1,0,negative
2547,1,0,0,1,1,negative
2548,1,1,0,1,0,negative
2549,1,1,0,1,0,negative
2550,1,1,0,1,1,positive
2551,1,0,0,1,1,negative
2552,0,1,0,1,0,negative
2553,1,1,0,1,0,negative
2554,1,1,0,1,0,negative
2555,0,1,0,1,1,negative
2556,1,0,0,1,1,negative
2557,1,0,0,1,1,positive
2558,1,1,0,1,0,negative
2559,1,1,0,1,1,positive
2560,1,1,0,1,1,negative
2561,1,1,0,1,0,negative
2562,1,1,0,1,0,negative
2563,1,1,0,1,1,negative
2564,1,1,0,1,1,positive
2565,1,0,0,1,1,positive
2566,1,1,0,1,0,negative
2567,1,1,0,1,1,negative
2568,1,1,0,1,1,positive
2569,0,1,0,1,0,negative
2570,0,1,0,1,0,negative
2571,1,0,0,1,1,positive
2572,1,1,0,1,0,negative
2573,1,1,0,1,0,negative
2574,1,0,0,1,1,negative
2575,0,1,0,1,1,negative
2576,1,1,0,1,1,negative
2577,1,1,0,1,0,negative
2578,1,1,0,1,0,negative
2579,0,1,0,1,0,negative
2580,1,0,0,1,1,negative
2581,1,1,0,1,0,negative
2582,0,1,0,1,1,negative
2583,1,0,0,1,1,negative
2584,0,1,0,1,1,negative
2585,1,0,0,1,1,negative
2586,1,0,0,1,1,negative
2587,1,1,0,1,1,negative
2588,1,0,0,1,1,negative
2589,1,1,0,1,1,positive
2590,1,1,0,1,1,negative
2591,1,1,0,1,0,negative
2592,0,1,0,1,1,positive
2593,1,0,0,1,1,positive
2594,1,1,0,1,1,negative
2595,1,0,0,1,1,positive
2596,1,1,0,1,1,positive
2597,1,0,0,1,1,negative
2598,1,1,0,1,0,negative
2599,1,1,0,1,1,negative
2600,1,1,0,1,1,negative
2601,1,0,0,1,1,positive
2602,1,1,0,1,0,negative
2603,1,1,0,1,1,positive
2604,1,1,0,1,0,negative
2605,1,1,0,1,0,negative
2606,1,0,0,1,1,negative
2607,0,1,0,1,1,negative
2608,1,0,0,1,1,positive
2609,1,1,0,1,0,negative
2610,1,1,0,1,1,negative
2611,1,0,0,1,1,negative
2612,1,0,0,1,1,negative
2613,0,1,0,1,0,negative
2614,1,0,0,1,1,negative
2615,0,1,0,1,1,negative
2616,1,0,0,1,1,negative
2617,0,1,0,1,0,negative
2618,0,1,0,1,0,negative
2619,1,1,0,1,1,negative
2620,0,1,0,1,0,negative
2621,0,1,0,1,1,negative
2622,1,0,0,1,1,negative
2623,0,1,0,1,1,negative
2624,1,0,0,1,1,negative
2625,0,1,0,1,1,negative
2626,1,1,0,1,0,positive
2627,1,0,0,1,1,positive
2628,1,0,0,1,1,negative
2629,0,1,0,1,0,negative
2630,1,1,0,1,0,negative
2631,1,1,0,1,0,negative
2632,1,1,0,1,1,negative
2633,1,1,0,1,1,negative
2634,1,1,0,1,1,negative
2635,1,1,0,1,0,negative
2636,1,0,0,1,1,positive
2637,1,1,0,1,1,negative
2638,1,1,0,1,1,positive
2639,1,1,0,1,0,negative
2640,0,1,0,1,0,negative
2641,0,1,0,1,1,negative
2642,1,0,0,1,1,negative
2643,1,1,0,1,0,negative
2644,1,0,0,1,1,negative
2645,1,0,0,1,1,negative
2646,1,1,0,1,1,positive
2647,1,0,0,1,1,negative
2648,1,1,0,1,0,negative
2649,1,1,0,1,0,negative
2650,0,1,0,1,1,negative
2651,1,1,0,1,0,negative
2652,1,1,0,1,0,negative
2653,1,1,0,1,1,positive
2654,1,1,0,1,1,negative
2655,0,1,0,1,0,negative
2656,1,0,0,1,1,negative
2657,0,1,0,1,0,negative
2658,1,1,0,1,0,negative
2659,1,0,0,1,1,negative
2660,0,1,0,1,1,negative
2661,1,0,0,1,1,negative
2662,0,1,0,1,1,negative
2663,1,0,0,1,1,positive
2664,1,1,0,1,1,positive
2665,0,1,0,1,1,negative
2666,1,1,0,1,1,positive
2667,1,1,0,1,0,negative
2668,1,1,0,1,1,positive
2669,1,1,0,1,0,positive
2670,1,1,0,1,1,negative
2671,1,1,0,1,1,negative
2672,1,1,0,1,0,negative
2673,1,0,0,1,1,negative
2674,1,1,0,1,1,negative
2675,1,1,0,1,0,negative
2676,1,1,0,1,0,negative
2677,1,1,0,1,1,negative
