Interface-ID;IU-105;IU-106;IU-168;IU-370;IU-371;IU-374;IU-375;IU-508;Usability Indicator;
1254;1;1;0;1;1;0;1;1;positive;
1255;1;1;0;2;1;1;1;0;positive;
1256;1;1;0;1;1;2;0;0;positive;
1257;0;0;0;2;0;0;1;0;negative;
1258;1;1;0;1;1;1;1;0;positive;
1259;1;1;1;0;1;1;1;0;positive;
1260;1;1;0;2;0;1;0;0;positive;
1261;0;1;2;1;0;2;0;0;negative;
1262;1;1;0;1;0;1;0;0;positive;
1263;0;1;0;0;0;0;0;0;negative;
1264;0;0;0;2;1;1;1;0;positive;
1265;0;1;0;1;0;1;1;0;positive;
1266;1;1;0;1;1;1;0;0;positive;
1267;0;1;0;2;0;0;0;0;positive;
1268;0;0;0;2;1;1;0;0;positive;
1269;1;1;0;0;1;1;0;0;positive;
1270;0;1;0;0;0;1;0;0;negative;
1271;1;0;1;1;0;2;1;0;positive;
1272;1;1;0;0;1;1;1;1;positive;
1273;1;1;0;1;1;0;1;1;positive;
1274;1;1;1;1;1;1;1;0;positive;
1275;0;1;0;1;1;0;0;0;positive;
1276;1;1;0;1;1;1;1;0;positive;
1277;1;1;0;1;1;0;0;1;positive;
1278;1;1;0;1;1;1;1;1;positive;
1279;1;0;1;1;0;1;0;0;positive;
1280;1;1;0;1;1;1;1;1;negative;
1281;1;1;0;1;1;1;0;1;positive;
1282;1;0;0;1;1;0;0;0;positive;
1283;0;0;0;2;0;0;0;0;negative;
1284;0;1;1;0;1;1;0;0;positive;
1285;1;0;0;1;1;1;0;0;positive;
1286;1;1;0;0;0;0;0;0;negative;
1287;1;1;0;0;2;2;0;0;positive;
1288;1;1;0;2;1;0;1;1;positive;
1289;1;0;0;2;1;1;1;0;positive;
1290;1;1;0;2;1;1;1;0;positive;
1291;1;0;0;2;1;0;0;0;positive;
1292;0;0;0;0;0;0;0;0;negative;
1293;1;1;0;1;1;2;1;1;positive;
1294;0;1;0;2;1;1;0;0;positive;
1295;0;1;1;2;0;1;0;1;positive;
1296;1;1;0;1;1;1;1;0;positive;
1297;1;1;2;2;1;2;1;0;positive;
1298;1;1;0;0;0;1;1;0;positive;
1299;1;0;1;0;1;1;1;0;positive;
1300;1;0;2;1;1;1;1;0;positive;
1301;1;0;0;1;0;0;0;0;positive;
1302;2;0;0;2;0;0;0;0;positive;
1303;1;2;0;1;1;1;1;2;positive;
1304;1;1;1;1;1;0;0;0;positive;
1305;1;0;0;0;0;1;0;0;positive;
1306;1;0;0;1;0;2;1;1;positive;
1307;0;0;2;0;1;2;1;0;positive;
1308;1;1;0;1;0;1;1;1;positive;
1309;1;0;0;0;1;1;0;1;positive;
1310;0;0;0;0;0;2;0;0;negative;
1311;1;1;0;2;1;2;0;0;positive;
1312;1;1;1;1;0;1;0;0;positive;
1313;0;0;0;2;1;2;1;0;positive;
1314;0;1;0;1;1;0;1;0;positive;
1315;0;0;0;0;0;0;0;0;negative;
1316;1;0;1;0;1;1;1;0;positive;
1317;1;0;0;1;1;1;1;0;positive;
1318;0;0;0;0;0;0;0;0;negative;
1319;1;1;0;1;1;0;0;0;positive;
1320;1;1;0;1;1;0;0;0;positive;
1321;1;1;0;0;1;0;1;0;positive;
1322;1;0;0;0;1;1;0;0;positive;
1323;0;1;0;1;0;2;1;1;positive;
1324;1;0;0;0;1;2;0;0;positive;
1325;0;0;0;1;1;2;1;0;positive;
1326;0;1;0;1;1;0;1;0;positive;
1327;1;1;0;1;1;0;0;1;positive;
1328;0;1;0;0;0;1;1;0;positive;
1329;0;0;0;2;0;0;0;0;negative;
1330;1;0;0;1;1;2;1;0;positive;
1331;0;0;0;0;1;2;1;0;positive;
1332;1;1;0;0;1;1;0;0;positive;
1333;1;0;0;1;1;2;0;0;positive;
1334;0;0;0;0;0;1;2;0;positive;
1335;0;1;1;1;1;1;1;0;positive;
1336;1;1;0;0;1;1;0;0;positive;
1337;1;1;0;0;1;0;0;0;positive;
1338;0;1;0;2;0;1;0;0;negative;
1339;0;1;0;0;1;0;1;0;positive;
1340;1;1;1;0;1;1;1;0;positive;
1341;1;0;0;0;1;1;1;0;positive;
1342;1;0;0;0;1;1;1;0;positive;
1343;1;0;0;0;0;0;0;0;negative;
1344;1;0;0;1;1;1;1;1;positive;
1345;1;1;0;1;1;1;0;0;positive;
1346;1;1;0;0;1;1;1;0;positive;
1347;1;0;0;1;1;1;0;0;positive;
1348;1;1;0;0;1;1;1;0;positive;
1349;1;0;0;0;1;1;1;1;positive;
1350;1;0;0;1;1;0;0;0;positive;
1351;0;1;0;2;1;1;1;0;positive;
1352;2;0;0;2;0;1;1;1;positive;
1353;0;0;0;0;0;0;0;0;negative;
1354;1;0;0;1;1;0;1;0;positive;
1355;1;2;0;1;1;1;1;1;positive;
1356;1;1;1;0;1;0;1;0;positive;
1357;1;1;0;2;1;0;1;1;positive;
1358;0;0;0;2;0;1;0;0;positive;
1359;1;0;0;2;2;0;0;0;positive;
1360;0;0;0;2;0;2;0;0;negative;
1361;0;0;0;1;1;1;0;1;positive;
1362;0;0;0;0;1;1;1;0;positive;
1363;0;1;0;1;0;0;0;0;positive;
1364;1;1;0;1;1;1;0;0;positive;
1365;0;1;0;1;1;2;0;1;positive;
1366;0;1;0;1;1;2;0;1;positive;
1367;0;1;0;0;1;1;1;1;positive;
1368;1;1;0;1;1;0;0;0;positive;
1369;1;0;1;0;1;1;0;0;positive;
1370;1;1;0;0;1;1;1;0;positive;
1371;0;0;0;1;0;1;1;0;positive;
1372;0;1;0;2;0;0;0;0;negative;
1373;0;0;0;2;2;0;0;0;negative;
1374;1;0;0;1;1;1;0;0;positive;
1375;1;1;0;0;1;2;1;0;positive;
1376;0;0;0;0;0;0;0;0;negative;
1377;1;0;0;0;1;1;1;0;positive;
1378;1;1;0;0;0;1;0;0;positive;
1379;1;1;0;0;1;2;0;0;positive;
1380;0;1;0;2;1;1;1;1;positive;
1381;1;1;0;2;1;1;1;0;positive;
1382;2;1;0;0;1;0;0;1;positive;
1383;1;1;0;1;1;1;0;1;positive;
1384;1;1;0;1;1;0;0;1;positive;
1385;1;2;2;1;1;0;0;0;positive;
1386;0;1;0;0;1;0;1;0;positive;
1387;0;0;0;2;1;2;0;1;positive;
1388;0;0;0;1;1;1;0;0;positive;
1389;1;0;0;1;0;0;0;0;positive;
1390;0;1;0;1;1;2;0;0;positive;
1391;0;0;0;1;1;0;1;0;positive;
1392;1;2;0;1;1;0;0;0;positive;
1393;1;0;0;2;1;0;0;0;positive;
1394;0;0;0;1;1;2;0;0;positive;
1395;0;1;0;0;1;2;1;1;positive;
1396;1;0;0;1;1;1;1;0;positive;
1397;1;1;0;1;1;0;0;1;positive;
1398;1;1;1;1;1;1;0;0;positive;
1399;0;1;0;0;1;1;2;0;positive;
1400;1;1;1;1;1;0;1;1;positive;
1401;0;1;0;0;1;0;0;1;positive;
1402;1;0;0;0;0;0;0;0;positive;
1403;0;0;2;1;1;2;0;0;positive;
1404;1;1;0;0;1;1;0;1;positive;
1405;0;0;0;0;1;2;0;0;positive;
1406;1;1;1;1;1;0;1;2;positive;
1407;1;0;0;0;1;0;1;0;positive;
1408;0;0;0;1;2;0;1;1;positive;
1409;1;1;0;1;1;0;0;0;positive;
1410;1;0;0;0;0;1;0;0;positive;
1411;1;0;0;1;1;1;1;0;positive;
1412;1;1;0;1;2;1;0;0;negative;
1413;1;0;0;0;1;0;0;0;positive;
1414;1;0;1;0;1;0;1;0;positive;
1415;0;2;0;0;1;2;1;0;positive;
1416;0;0;0;1;1;2;1;0;positive;
1417;1;1;0;0;1;1;1;2;positive;
1418;0;1;0;1;0;1;0;0;positive;
1419;1;0;0;1;1;1;0;0;positive;
1420;1;1;0;2;0;0;0;0;negative;
1421;1;1;0;1;1;1;0;0;positive;
1422;1;0;0;1;0;1;1;0;positive;
1423;1;1;0;0;0;1;0;0;positive;
1424;0;0;0;2;0;0;0;0;negative;
1425;0;1;0;0;1;1;0;0;positive;
1426;0;1;0;1;1;0;0;0;positive;
1427;1;0;0;1;1;1;1;0;positive;
1428;1;1;0;1;0;1;0;0;positive;
1429;1;0;1;0;1;0;0;1;positive;
1430;0;1;0;0;1;1;0;0;positive;
1431;0;0;0;1;1;2;0;0;positive;
1432;1;2;0;0;1;1;1;1;positive;
1433;1;2;1;0;1;0;1;0;positive;
1434;1;1;1;1;1;0;1;0;positive;
1435;1;0;1;2;1;1;1;0;positive;
1436;1;2;0;1;1;1;1;0;positive;
1437;2;1;0;1;1;1;1;0;positive;
1438;1;0;0;1;1;0;0;0;positive;
1439;0;0;0;0;0;0;0;0;negative;
1440;0;1;0;0;0;0;0;0;negative;
1441;1;1;2;1;1;1;0;1;positive;
1442;1;1;0;0;1;1;0;0;positive;
1443;0;1;0;0;0;0;0;0;negative;
1444;1;1;0;2;1;0;0;0;positive;
1445;1;1;0;0;1;2;1;0;positive;
1446;1;1;0;1;1;1;1;0;positive;
1447;1;1;0;0;1;1;0;0;positive;
1448;1;1;0;0;1;1;1;0;positive;
1449;1;0;0;1;1;0;1;0;negative;
1450;1;2;1;0;1;0;1;0;positive;
1451;1;1;0;1;1;1;0;0;positive;
1452;0;1;0;1;1;1;1;0;positive;
1453;1;1;0;1;1;1;0;0;positive;
1454;0;1;0;0;1;1;1;0;positive;
1455;1;0;0;1;1;1;0;1;positive;
1456;1;1;0;1;1;0;0;1;positive;
1457;1;0;1;2;1;1;1;0;positive;
1458;1;1;2;2;1;1;0;0;positive;
1459;1;0;2;1;1;1;0;0;negative;
1460;0;0;0;2;0;0;0;0;negative;
1461;1;2;0;1;1;0;0;2;positive;
1462;1;2;1;0;1;0;0;0;positive;
1463;0;2;0;1;1;0;0;0;positive;
1464;1;1;0;0;1;1;1;0;positive;
1465;1;0;0;1;0;0;1;0;positive;
1466;1;0;0;0;1;1;1;1;positive;
1467;0;0;0;1;1;1;1;0;positive;
1468;1;1;1;1;1;2;0;0;positive;
1469;1;2;0;2;0;0;0;1;positive;
1470;0;1;0;0;0;0;0;0;negative;
1471;0;0;0;2;1;2;1;0;positive;
1472;1;1;0;0;2;1;1;0;positive;
1473;1;1;0;2;0;0;1;1;positive;
1474;1;2;0;1;1;1;0;0;positive;
1475;1;1;0;1;2;1;0;0;positive;
1476;1;1;0;1;2;1;0;0;negative;
1477;1;0;0;0;1;0;0;0;positive;
1478;1;0;0;2;1;1;1;1;positive;
1479;0;0;0;2;1;2;1;0;negative;
1480;0;0;0;1;1;1;1;1;positive;
1481;1;0;1;0;0;0;0;0;positive;
1482;1;1;1;2;1;1;1;1;positive;
1483;0;0;0;1;1;1;0;1;positive;
1484;0;0;2;0;1;2;0;0;positive;
1485;0;1;0;1;1;1;1;0;positive;
1486;0;2;0;1;1;0;1;0;positive;
1487;1;0;0;0;1;1;0;0;positive;
1488;1;0;0;0;1;0;1;1;positive;
1489;1;0;2;0;1;2;1;1;positive;
1490;1;0;0;1;0;1;1;0;positive;
1491;0;0;0;0;0;0;0;0;negative;
1492;1;0;0;1;1;1;1;0;positive;
1493;1;0;0;0;2;0;0;1;positive;
1494;1;1;1;1;1;0;1;0;positive;
1495;1;1;0;0;1;2;0;1;positive;
1496;1;1;1;1;0;1;1;0;positive;
1497;1;1;0;0;1;1;1;0;positive;
1498;1;1;0;1;1;0;0;0;positive;
1499;1;0;0;0;0;0;0;0;negative;
1500;0;1;0;1;1;2;1;0;positive;
1501;0;0;0;0;0;0;1;0;positive;
1502;0;0;0;0;0;2;0;0;negative;
1503;0;1;0;1;1;0;0;1;positive;
1504;0;0;0;0;1;0;0;0;negative;
1505;1;0;0;1;2;1;0;0;positive;
1506;1;1;0;0;1;1;1;0;positive;
1507;1;0;1;0;1;1;1;0;positive;
1508;1;1;0;0;0;0;0;0;negative;
1509;0;1;0;1;0;1;0;0;positive;
1510;0;0;1;1;1;1;1;0;positive;
1511;1;1;0;0;0;0;0;0;negative;
1512;1;0;2;0;1;0;1;0;positive;
1513;1;1;1;1;2;0;1;1;positive;
1514;0;0;0;1;0;2;0;0;positive;
1515;1;0;0;0;1;0;0;0;positive;
1516;1;1;0;0;1;0;1;0;positive;
1517;1;1;0;0;1;1;1;0;positive;
1518;1;0;0;1;1;1;1;0;positive;
1519;0;2;0;1;1;0;1;1;positive;
1520;0;0;0;2;0;1;1;0;positive;
1521;1;0;1;0;1;1;0;1;positive;
1522;1;1;0;1;1;1;0;2;positive;
1523;1;1;0;2;0;0;0;0;negative;
1524;0;0;2;0;1;1;0;0;positive;
1525;0;1;0;2;1;0;0;1;positive;
1526;1;0;0;1;1;1;0;1;positive;
1527;1;0;0;1;1;1;1;0;positive;
1528;1;1;0;2;0;2;1;0;positive;
1529;1;1;0;1;1;1;0;0;positive;
1530;0;0;0;0;0;0;0;0;negative;
1531;1;1;0;1;1;2;0;0;positive;
1532;0;0;0;0;0;0;0;0;negative;
1533;1;1;0;1;0;0;0;0;positive;
1534;1;0;0;0;1;0;1;1;positive;
1535;1;0;0;1;0;0;0;0;positive;
1536;1;1;0;1;1;1;1;0;positive;
1537;1;0;2;1;0;1;0;0;positive;
1538;0;1;0;0;1;1;1;0;positive;
1539;1;1;0;1;1;1;1;0;positive;
1540;1;1;0;1;1;2;0;2;positive;
1541;1;0;0;1;1;1;1;0;positive;
1542;1;1;0;2;0;2;1;0;negative;
1543;1;2;0;0;1;1;1;0;positive;
1544;1;0;0;0;1;0;1;0;positive;
1545;1;0;0;1;0;0;0;0;negative;
1546;1;0;0;0;2;0;0;0;positive;
1547;1;1;1;0;1;0;1;0;positive;
1548;1;1;0;1;1;0;0;0;positive;
1549;0;1;0;0;0;0;0;0;positive;
1550;1;0;0;0;0;0;0;0;negative;
1551;0;0;0;0;0;0;0;1;negative;
1552;1;1;0;1;1;1;1;1;positive;
1553;1;2;0;1;0;0;0;0;positive;
1554;1;0;0;0;1;0;1;0;positive;
1555;1;0;0;1;1;1;1;0;positive;
1556;0;0;0;1;1;1;0;0;positive;
1557;0;0;0;0;0;0;0;0;positive;
1558;1;0;0;2;1;1;1;0;positive;
1559;1;1;0;0;1;1;1;0;positive;
1560;0;1;1;0;2;1;0;1;positive;
1561;1;1;0;2;1;1;1;0;positive;
1562;1;1;0;1;1;1;0;0;positive;
1563;0;1;0;1;1;0;0;0;positive;
1564;1;1;0;0;1;1;1;0;positive;
1565;0;1;0;1;0;0;1;1;positive;
1566;1;1;0;1;1;1;1;0;negative;
1567;1;1;0;1;1;0;0;0;positive;
1568;0;1;0;1;1;0;1;0;positive;
1569;1;1;0;2;1;0;0;0;positive;
1570;1;1;0;0;0;0;0;0;negative;
1571;0;1;0;2;0;1;1;0;positive;
1572;1;0;0;1;1;0;1;0;positive;
1573;0;1;0;0;0;2;0;0;negative;
1574;0;2;0;0;0;1;0;1;positive;
1575;0;1;0;2;0;0;0;0;positive;
1576;1;1;0;2;1;2;1;0;positive;
1577;1;1;0;1;0;0;1;1;positive;
1578;1;1;0;1;1;0;0;0;positive;
1579;1;0;0;0;0;1;0;0;positive;
1580;1;0;0;2;1;1;0;0;positive;
1581;0;1;0;0;1;2;1;1;positive;
1582;0;0;0;2;1;1;1;0;positive;
1583;0;1;0;1;1;0;0;0;positive;
1584;0;1;0;2;1;1;1;0;positive;
1585;1;0;0;1;1;1;0;0;positive;
1586;0;1;0;0;0;0;1;0;positive;
1587;1;0;0;1;0;0;0;0;negative;
1588;0;0;0;0;0;0;0;0;negative;
1589;0;1;0;2;1;2;1;0;negative;
1590;0;1;0;0;0;0;0;0;negative;
1591;1;0;0;0;0;0;1;0;positive;
1592;1;0;0;0;0;1;1;0;positive;
1593;1;0;0;1;0;0;1;0;positive;
1594;1;1;0;0;1;2;0;0;positive;
1595;0;1;0;1;1;2;1;0;positive;
1596;1;1;0;0;0;0;0;0;negative;
1597;1;1;0;1;1;1;0;0;positive;
1598;1;2;0;0;0;0;0;0;positive;
1599;1;0;0;1;1;2;1;1;positive;
1600;1;0;1;0;0;0;0;1;positive;
1601;1;1;2;0;1;2;1;1;positive;
1602;1;0;0;0;1;1;0;0;positive;
1603;1;1;0;2;1;1;0;0;positive;
1604;1;1;0;0;0;2;0;0;positive;
1605;1;0;1;1;1;1;1;0;positive;
1606;1;1;0;1;1;1;1;0;positive;
1607;0;0;2;1;1;0;1;0;positive;
1608;0;0;1;1;1;0;1;0;positive;
1609;1;1;0;1;0;2;0;0;positive;
1610;1;0;0;1;1;0;1;0;positive;
1611;1;1;0;1;0;1;1;0;positive;
1612;1;2;0;0;0;2;1;0;positive;
1613;1;1;0;1;1;0;0;0;positive;
1614;0;1;0;1;1;0;0;1;positive;
1615;0;0;2;1;2;2;0;0;positive;
1616;1;2;0;2;1;2;1;1;positive;
1617;1;1;0;0;2;0;1;1;positive;
1618;2;0;0;0;0;1;0;0;negative;
1619;1;1;0;2;0;1;0;0;positive;
1620;0;1;0;0;1;2;1;0;positive;
1621;1;1;0;1;1;1;1;0;positive;
1622;0;0;0;0;1;1;1;0;positive;
1623;1;1;0;2;1;2;2;0;positive;
1624;1;0;0;1;0;0;0;0;positive;
1625;1;1;1;0;1;1;0;0;positive;
1626;0;1;0;2;0;0;0;1;positive;
1627;0;1;0;1;1;1;0;1;positive;
1628;1;1;0;0;1;2;0;0;negative;
1629;1;1;0;1;1;1;1;0;positive;
1630;1;0;0;1;1;0;0;0;positive;
1631;1;1;0;1;1;0;1;0;positive;
1632;1;2;0;1;2;0;1;0;positive;
1633;1;1;0;1;1;1;0;0;positive;
1634;1;0;0;0;2;2;1;0;positive;
1635;1;1;0;1;0;0;0;0;positive;
1636;0;1;0;1;1;1;1;1;positive;
1637;1;0;0;0;0;0;0;0;negative;
1638;0;1;0;0;0;1;1;0;positive;
1639;1;1;0;0;1;2;1;0;positive;
1640;1;1;0;1;1;0;1;1;positive;
1641;0;2;0;0;0;0;0;0;negative;
1642;0;1;0;2;2;2;0;0;positive;
1643;0;1;0;0;0;0;0;0;negative;
1644;1;1;0;0;0;0;1;0;positive;
1645;1;0;1;1;1;0;0;0;positive;
1646;0;1;0;1;1;0;1;1;positive;
1647;1;0;0;1;1;0;1;0;positive;
1648;1;1;0;2;2;0;1;0;positive;
1649;0;2;0;2;1;1;0;0;positive;
1650;1;0;0;0;1;1;1;1;positive;
1651;1;0;0;1;1;1;1;0;positive;
1652;1;1;0;1;1;1;0;0;positive;
1653;1;0;1;2;1;1;0;0;positive;
1654;0;1;0;1;1;0;0;0;positive;
1655;1;1;0;1;1;0;1;0;positive;
1656;2;2;0;0;0;0;0;0;negative;
1657;0;1;0;0;0;0;0;0;negative;
1658;2;1;0;0;0;0;0;0;negative;
1659;1;0;0;0;1;0;1;0;positive;
1660;0;0;1;1;1;1;0;0;positive;
1661;0;1;0;0;1;1;1;0;positive;
1662;0;0;0;1;1;1;0;0;positive;
1663;1;1;0;1;1;0;1;0;positive;
1664;0;1;0;0;0;0;0;0;negative;
1665;1;1;0;0;0;0;0;0;positive;
1666;0;0;0;2;1;1;1;0;positive;
1667;0;0;0;0;1;1;0;0;positive;
1668;1;0;0;0;2;1;0;1;positive;
1669;1;2;0;2;0;1;0;0;positive;
1670;1;0;1;2;0;1;0;0;positive;
1671;0;0;0;2;0;0;0;0;negative;
1672;1;1;0;1;2;1;0;1;positive;
1673;1;1;0;0;0;1;1;0;positive;
1674;1;0;0;0;1;0;0;0;positive;
1675;1;1;0;2;1;0;1;0;positive;
1676;1;0;1;0;1;0;1;0;positive;
1677;1;0;1;1;0;1;0;0;positive;
1678;0;1;0;1;1;0;1;1;positive;
1679;1;1;0;1;1;1;1;0;positive;
1680;1;1;0;1;2;0;0;1;positive;
1681;0;1;1;1;1;0;1;0;positive;
1682;1;0;0;2;1;1;0;0;positive;
1683;0;1;0;2;0;0;0;0;negative;
1684;1;0;0;0;1;0;0;0;negative;
1685;0;1;1;1;1;0;1;0;positive;
1686;1;1;0;1;1;2;1;0;positive;
1687;1;1;0;0;1;1;1;0;positive;
1688;1;0;0;0;1;2;0;0;positive;
1689;1;0;1;1;0;0;1;0;positive;
1690;0;1;0;1;1;0;1;0;positive;
1691;1;1;0;1;0;0;1;2;positive;
1692;1;1;0;1;0;0;0;0;positive;
1693;1;0;0;1;0;1;0;0;positive;
1694;1;0;0;1;1;0;0;1;positive;
1695;1;1;0;1;1;0;1;0;positive;
1696;0;2;0;1;1;0;0;0;positive;
1697;1;1;0;0;1;0;1;0;positive;
1698;1;0;0;1;1;0;1;0;positive;
1699;1;1;0;2;1;2;0;1;positive;
1700;1;1;1;0;0;2;0;1;negative;
1701;1;0;0;0;0;0;0;0;negative;
1702;0;0;0;0;1;0;1;0;negative;
1703;1;1;0;0;1;1;0;0;positive;
1704;0;1;0;0;1;1;0;1;positive;
1705;0;1;0;0;1;1;0;1;positive;
1706;0;1;0;1;1;1;0;0;positive;
1707;0;1;0;2;1;0;0;0;positive;
1708;1;1;0;1;1;2;0;0;positive;
1709;1;1;0;0;0;2;0;0;positive;
1710;1;0;0;0;1;2;1;0;positive;
1711;0;1;0;1;1;1;0;0;positive;
1712;2;1;0;0;0;0;0;0;positive;
1713;0;1;0;1;1;1;1;0;positive;
1714;0;1;1;0;1;1;1;0;positive;
1715;1;1;0;0;0;1;1;0;positive;
1716;1;1;0;1;1;2;0;0;positive;
1717;0;1;0;1;0;1;0;1;positive;
1718;0;0;1;1;2;2;0;0;positive;
1719;1;1;1;1;1;1;0;0;positive;
1720;1;1;0;2;0;1;1;0;positive;
1721;0;1;0;2;0;1;0;0;positive;
1722;1;0;0;1;0;2;0;1;positive;
1723;1;0;2;1;1;1;1;0;positive;
1724;1;1;2;0;1;0;1;0;positive;
1725;0;0;0;0;0;0;0;0;negative;
1726;0;0;0;0;0;0;0;0;negative;
1727;1;1;0;0;1;1;1;0;positive;
1728;1;1;0;0;1;1;1;1;positive;
1729;1;1;0;2;0;0;1;0;positive;
1730;1;1;0;1;2;0;0;0;positive;
1731;0;1;0;1;1;1;1;0;positive;
1732;0;0;0;0;0;1;0;0;positive;
1733;1;1;0;1;1;2;0;0;positive;
1734;1;0;0;0;1;2;0;0;positive;
1735;1;0;0;2;1;0;1;1;positive;
1736;0;2;0;1;1;0;1;0;positive;
1737;1;1;0;1;2;1;0;0;positive;
1738;1;1;1;2;1;1;0;0;positive;
1739;1;1;0;0;0;0;1;0;positive;
1740;1;0;0;1;1;1;1;1;positive;
1741;0;1;0;0;1;1;0;1;positive;
1742;1;1;0;0;1;0;1;0;positive;
1743;0;0;0;0;0;0;0;0;negative;
1744;0;1;0;1;1;1;1;0;positive;
1745;1;0;0;1;1;0;0;0;negative;
1746;0;1;0;0;1;2;1;2;positive;
1747;0;1;0;1;1;0;0;0;positive;
1748;1;1;1;0;1;1;0;0;positive;
1749;1;1;0;1;1;1;1;0;positive;
1750;1;1;0;1;1;1;0;0;positive;
1751;1;1;0;1;1;0;1;0;positive;
1752;0;0;0;0;0;0;0;0;negative;
1753;0;0;0;0;0;0;0;0;negative;
1754;0;1;0;1;0;0;1;0;positive;
1755;1;1;0;1;0;0;1;0;positive;
1756;1;1;1;0;1;0;0;1;positive;
1757;1;0;0;1;1;1;2;1;positive;
1758;0;0;0;1;1;0;0;0;positive;
1759;1;1;0;1;1;1;1;0;positive;
1760;1;1;0;1;1;1;0;0;positive;
1761;1;0;0;1;1;2;1;0;positive;
1762;0;1;0;1;1;1;1;0;positive;
1763;1;0;0;1;0;1;0;0;positive;
1764;1;1;0;0;1;2;0;0;positive;
1765;0;0;0;0;0;0;0;0;negative;
1766;0;0;0;0;0;0;0;0;negative;
1767;1;0;0;1;0;1;0;0;positive;
1768;0;1;0;0;1;2;0;0;positive;
1769;1;1;2;2;0;0;1;0;positive;
1770;1;1;1;0;1;0;1;0;positive;
1771;1;0;0;2;1;1;0;0;positive;
1772;0;0;0;1;0;1;0;0;positive;
1773;0;0;1;0;1;1;0;1;positive;
1774;1;1;0;1;1;0;0;0;positive;
1775;0;1;0;1;0;1;1;1;positive;
1776;0;1;0;1;1;1;1;1;positive;
1777;1;1;1;0;2;1;1;0;positive;
1778;1;1;0;1;1;0;1;0;positive;
1779;0;1;0;1;1;1;1;0;positive;
1780;1;2;0;1;0;1;0;0;positive;
1781;1;1;0;1;1;1;1;0;positive;
1782;1;0;0;0;1;0;1;0;positive;
1783;1;0;0;1;1;1;1;0;positive;
1784;0;0;0;0;0;0;0;0;negative;
1785;0;0;1;0;0;0;1;0;positive;
1786;1;1;0;0;0;0;0;0;negative;
1787;0;2;0;2;0;0;0;0;negative;
1788;1;1;1;0;1;1;1;0;positive;
1789;0;1;0;1;1;1;1;0;positive;
1790;0;1;0;1;1;2;1;0;positive;
1791;1;1;0;0;0;1;0;0;positive;
1792;1;0;0;1;1;1;1;1;positive;
1793;1;0;2;0;1;1;0;1;positive;
1794;2;1;0;1;1;0;1;0;positive;
1795;1;1;0;1;1;1;1;1;positive;
1796;0;1;0;1;0;1;1;0;positive;
1797;1;1;0;1;1;2;0;1;positive;
1798;0;0;0;0;0;0;0;0;negative;
1799;1;1;0;2;1;0;0;0;positive;
1800;0;1;0;1;1;1;1;0;positive;
1801;1;1;1;2;1;2;1;0;positive;
1802;0;1;0;2;1;1;0;0;positive;
1803;0;1;0;0;0;0;0;0;positive;
1804;1;1;2;1;1;1;1;0;positive;
1805;0;1;2;0;1;0;1;0;positive;
1806;1;0;0;0;0;2;0;0;negative;
1807;1;1;0;1;1;1;1;0;positive;
1808;0;1;0;1;1;0;1;0;positive;
1809;1;0;0;1;1;1;0;0;positive;
1810;1;0;0;1;1;1;0;1;positive;
1811;0;1;0;0;0;1;1;0;positive;
1812;0;0;0;0;0;0;0;0;negative;
1813;1;1;0;1;1;2;0;0;positive;
1814;1;0;0;1;1;0;0;0;positive;
1815;1;1;0;0;0;1;1;0;positive;
1816;0;0;0;0;0;0;0;0;negative;
1817;1;1;1;1;1;1;0;0;positive;
1818;1;1;1;0;1;0;1;1;positive;
1819;0;0;0;0;0;0;0;0;negative;
1820;0;1;0;0;1;1;0;0;positive;
1821;0;1;0;0;1;2;1;0;positive;
1822;1;0;0;0;1;1;1;1;positive;
1823;1;1;0;0;1;2;1;0;positive;
1824;1;1;0;1;1;1;1;0;positive;
1825;0;1;1;0;1;1;1;0;positive;
1826;1;1;0;1;2;1;0;0;positive;
1827;1;2;0;0;0;0;0;0;negative;
1828;1;1;1;1;1;2;1;0;positive;
1829;2;0;1;0;1;0;1;0;positive;
1830;1;0;1;1;1;1;1;0;positive;
1831;1;1;0;1;1;0;0;0;positive;
1832;1;1;0;1;1;0;1;0;positive;
1833;0;1;0;1;0;0;0;0;positive;
1834;1;0;1;1;0;0;1;0;positive;
1835;1;1;0;1;1;1;0;1;positive;
1836;1;0;0;0;1;1;0;0;positive;
1837;0;1;0;1;0;2;0;0;positive;
1838;1;1;0;1;1;0;0;0;positive;
1839;1;1;0;1;1;0;0;0;positive;
1840;1;1;0;1;1;0;1;0;positive;
1841;0;1;0;1;1;1;1;0;positive;
1842;1;1;0;1;1;2;1;0;positive;
1843;0;0;0;0;1;1;1;0;positive;
1844;1;1;0;1;1;1;0;0;positive;
1845;0;0;0;0;0;0;0;0;negative;
1846;0;0;0;1;1;1;0;1;positive;
1847;1;0;0;1;1;1;1;0;positive;
1848;0;1;0;1;1;1;1;1;positive;
1849;1;1;0;0;1;0;0;0;positive;
1850;0;1;0;0;1;0;0;1;positive;
1851;1;1;0;1;1;1;1;0;positive;
1852;0;1;0;2;0;0;1;0;positive;
1853;1;0;0;0;0;0;1;0;positive;
1854;1;0;0;0;1;1;0;0;positive;
1855;1;0;0;1;1;1;0;0;positive;
1856;0;0;0;0;0;0;0;0;negative;
1857;1;1;1;0;1;1;0;0;positive;
1858;0;1;0;2;0;0;0;0;positive;
1859;1;0;0;0;1;2;0;1;positive;
